term,freq,parts
완전소급법및전환이후계약,524,완전 소급 전환 이후 계약
장기미수수익,522,장기 미수 수익
배당수익률,522,배당 수익
차감유동성대체,521,차감 유동 대체
이월세액공제,517,이월 세액 공제
기능별항목합계,516,기능 항목 합계
특허US,516,특허 US
전입액,515,전입
손상차손환입,514,손상
통화관련,512,통화 관련
내부거래위원회,511,내부 거래 위원회
이익잉여금합계,510,이익 잉여금 합계
유동금융자산,510,유동 금융 자산
하나저축은행,509,하나 저축 은행
외화금융부채원화환산금액,508,외화 금융 부채 원화 환산 금액
장기기타채권,506,장기 기타 채권
별도기준,506,별도 기준
처분폐기,505,처분 폐기
매입외환,505,매입 외환
원화자금,505,원화 자금
취득및자본적지출,505,취득 자본 지출
당기손익인식금융자산평가손실,504,당기 손익 인식 금융 자산 평가 손실
만기보유금융자산,504,만기 보유 금융 자산
조합원계정보통주,503,조합원 계정 보통주
하나자산신탁,503,하나 자산 신탁
분기배당,502,분기 배당
기타대손충당금환입,502,기타 대손 충당금
12개월기대신용손실측정대상,502,개월 기대 신용 손실 측정 대상
파생상품관련손실,502,파생상품 관련 손실
부가세대급금,501,부가세
원화대출금,501,원화 대출금
현금배당,501,현금 배당
보고부문,500,보고 부문
유가증권시장상장,499,유가 증권 시장 상장
상각후원가측정예치금,498,상각 원가 측정 예치금
기말자산,497,기말 자산
평가차익차손,497,평가 차익
유형자산처분손실조정,496,유형 자산 처분 손실 조정
환매조건부채권매도,496,환매 조건부 채권 매도
이자지급,495,이자 지급
장기매입채무및기타비유동채무,494,장기 매입 채무 기타 유동
매출채권및기타비유동채권,494,매출 채권 기타 유동
외화차입금,493,외화 차입금
종류주,493,종류
투자자산,492,투자 자산
당기최초인식계약,492,당기 최초 인식 계약
매매목적파생상품자산,491,매매 목적 파생 상품 자산
매각예정비유동자산,490,매각 예정 유동 자산
단기미수금,488,단기 미수금
법인세납부,488,법인세 납부
유형자산감가상각비,487,유형 자산 감가상각비
장기보험,487,장기 보험
차감비유동항목,487,차감 유동 항목
조선해양,485,조선 해양
투입변수,484,투입 변수
채권선도,484,채권 선도
보상위원회,483,보상 위원회
주식옵션,483,주식 옵션
단기리스부채,483,단기 리스 부채
거래장소,482,거래 장소
거래형태,482,거래 형태
사업지역,480,사업 지역
우발부채,477,우발 부채
유동차입금,477,유동 차입금
장부가액,477,장부 가액
이자수익비용,477,이자 수익 비용
기초리스부채,476,기초 리스 부채
연구와개발비용,476,연구 개발 비용
파생상품거래손실금융원가,475,파생 상품 거래 손실 금융 원가
충당부채전입액,475,충당 부채 전입
1년초과5년이내,474,초과 이내
발행주식수단위주,473,발행 주식 단위
원화차입금,473,원화 차입금
위험회피목적파생상품부채,473,위험 회피 목적 파생 상품 부채
기타이자수익,472,기타 이자 수익
유동성,471,유동
기타영업외손익,471,기타 영업 손익
확정급여채무,470,확정 급여 채무
삼성증권주,470,삼성증권
한화솔루션주,469,한화 솔루션
에너지솔루션,468,에너지 솔루션
유동계약부채,467,유동 계약 부채
보증종류,467,보증 종류
장기선수수익,467,장기 선수 수익
신용카드채권,466,신용 카드 채권
유동매입채무,464,유동 매입 채무
신용대출금,464,신용 대출금
최장만기일,463,최장 만기일
연구과제,463,연구 과제
유동금융부채,462,유동 금융 부채
리스부채합계,462,리스 부채 합계
당기손익공정가치측정금융상품,462,당기 손익 공정 가치 측정 금융 상품
순이자손익,462,이자 손익
유가증권평가및처분이익,461,유가 증권 평가 처분 이익
차량유지비,459,차량 유지비
리스부채이자비용,459,리스 부채 이자 비용
파생상품평가이익금융수익,457,파생 상품 평가 이익 금융 수익
보험수리적손익,457,보험 수리 손익
차감현재가치할인차금,457,차감 현재 가치 할인 차금
계약기간,457,계약 기간
매출채권등,457,매출 채권
유형자산처분이익조정,456,유형 자산 처분 이익 조정
차기이월미처분이익잉여금,455,차기 이월 처분 이익 잉여금
이월결손금,453,이월 결손
환불부채,451,환불 부채
공기구비품,451,기구 비품
희석주당순이익,451,희석 순이익
정관상배당액결정기관,450,정관 배당 결정 기관
기말리스부채,450,기말 리스 부채
장단기금융상품,450,단기 금융 상품
완성부동산,450,완성 부동산
손실회수요소제외,450,손실 회수 요소 제외
장기금융기관예치금,449,장기 금융 기관 예치금
기타수익합계,448,기타 수익 합계
영구성장률,448,영구 성장
현대모비스주,447,현대모비스
기타개인,446,기타 개인
변경전,446,변경
부채비율AB,446,부채 비율 AB
신용손실충당금환입액,441,신용 손실 충당금
보험금및기타보험서비스비용,441,보험금 기타 보험 서비스 비용
해양및특수선,440,해양 특수선
금융부채분류합계,439,금융 부채 분류 합계
신재생에너지,439,재생 에너지
부동산담보대출금,438,부동산 담보 대출금
시설자금대출,437,시설 자금 대출
금융기관은행제외,436,금융 기관 은행 제외
매입등,436,매입
계약내용,436,계약 내용
금융손익,435,금융 손익
기초소재,435,기초 소재
판매촉진비,434,판매 촉진
재고자산실사입회,432,재고 자산 실사 입회
한국증권금융,432,한국 증권 금융
토지와건물,429,토지 건물
유효세율,429,유효 세율
개발비무형자산,429,개발비 무형 자산
이자비용금융원가,428,이자 비용 금융 원가
하나금융지주,428,하나 금융 지주
담보제공처,427,담보 제공
기본주당순이익,427,기본 순이익
비지배주주지분,427,지배 주주 지분
지급보증대지급금,426,지급 보증 지급금
채권액,426,채권
지분법적용투자지분,425,지분 적용 투자
월간거래량,425,월간 거래량
기업어음,424,기업 어음
보험료판관비,424,보험료 판관
잔여보장부채,424,잔여 보장 부채
주한화,421,주한
유동선수금,420,유동 선수금
비유동금융부채,420,유동 금융 부채
외화환산이익조정,420,외화 환산 이익 조정
경상개발비판관비,419,경상 개발비 판관
희석주당이익손실단위원,418,희석 이익 손실 위원
기타영업부문,418,기타 영업 부문
상품매출,418,상품 매출
담당이사업무수행이사,417,담당 이사 업무 수행
투입인원수,417,투입 인원
투입시간,417,투입 시간
전반감사계획감사착수단계,417,전반 감사 계획 착수 단계
현장감사주요내용,417,현장 감사 주요 내용
금융자산실사입회,417,금융 자산 실사 입회
외부조회,417,외부 조회
기타조회,417,기타 조회
외부전문가활용,417,외부 전문가 활용
미래임금상승률,416,미래 임금 상승
관계기업투자주식처분이익,416,관계 기업 투자 주식 처분 이익
장기기타수취채권,416,장기 기타 수취 채권
감사대상사업연도,415,감사 대상 사업 연도
파생상품유형,415,파생 상품 유형
전환청구기간,414,전환 청구 기간
유동재고자산,414,유동 재고 자산
파생상품평가손실금융원가,413,파생 상품 평가 손실 금융 원가
매각예정자산처분손실,413,매각 예정 자산 처분 손실
교육훈련비판관비,412,교육 훈련비 판관
이자부문,412,이자 부문
수수료부문,412,수수료 부문
회계처리,411,회계 처리
한국해양진흥공사,411,한국 해양 진흥 공사
약정사항,410,약정 사항
도서인쇄비,410,도서 인쇄비
원화대출,410,원화 대출
2년초과3년이내,409,초과 이내
반기순이익손실,409,반기 순이익 손실
환매조건부채권매수,408,환매 조건부 채권 매수
재보험계약자산기초,408,보험 계약 자산 기초
재보험계약부채기초,408,보험 계약 부채 기초
재보험계약자산기말,408,보험 계약 자산 기말
재보험계약부채기말,408,보험 계약 부채 기말
영업외이익,408,영업 이익
무형자산처분손실조정,406,무형 자산 처분 손실 조정
차감사채할인발행차금,406,차감 사채 할인 발행 차금
계약일,406,계약
요구불예금,406,요구불 예금
위험회피목적파생금융상품,406,위험 회피 목적 파생 금융 상품
Stepup포함여부,406,Stepup 포함 여부
리스자산,406,리스 자산
주삼우종합건축사사무소,406,삼우 종합 건축사 사무소
주식회사쏘스뮤직,406,주식회사 쏘스뮤직
현금출자,405,현금 출자
매매목적파생금융상품,405,매매 목적 파생 금융 상품
단기선수수익,404,단기 선수 수익
기타비용합계,403,기타 비용 합계
보통주주당배당률,403,보통주 배당
매출채권특수관계자거래,403,매출 채권 특수 관계자 거래
평가이익,403,평가 이익
선도계약,402,선도 계약
단기기타수취채권,402,단기 기타 수취 채권
기타대출금,401,기타 대출금
이자율관련,399,이자 관련
전문투자자,399,전문 투자자
할부금융,399,할부 금융
당기근무원가확정급여제도,398,당기 근무 원가 확정 급여 제도
급여판관비,398,급여 판관
당기법인세부담액,398,당기 법인세 부담액
기타재고자산,398,기타 재고 자산
대손준비금,398,대손 준비금
매매목적파생상품부채,397,매매 목적 파생 상품 부채
단기미지급금,396,단기 지급금
자기주식수,396,자기주식
금전신탁,396,금전 신탁
국고보조금,395,국고 보조금
계약금액,395,계약 금액
당기손익공정가치측정유가증권,395,당기 손익 공정 가치 측정 유가 증권
기타금융비용,394,기타 금융 비용
일시적차이,393,일시 차이
KB부동산신탁,393,KB 부동산 신탁
전산비,392,전산
당좌자산,392,당좌 자산
자본증가감소합계,390,자본 증가 감소 합계
최소리스료,390,최소 리스료
부문별이익합계,390,부문 이익 합계
기능통화또는표시통화합계,390,기능 통화 표시 합계
원화신종자본증권,390,원화 신종 자본 증권
대손상각비조정,387,대손 상각 조정
기초발행주식수,387,기초 발행 주식
수입보증금,387,수입 보증금
신종자본증권상환,386,신종 자본 증권 상환
비유동당기손익인식금융자산,386,유동 당기 손익 인식 금융 자산
제품과용역합계,386,제품 용역 합계
충당금전입,386,충당금 전입
반기말금액,385,기말 금액
비유동금융보증부채,385,유동 금융 보증 부채
유동저장품,385,유동 저장
무위험이자율,385,위험 이자
엔지니어링공제조합,385,엔지니어링 공제 조합
겸직자,384,겸직
정부제출,384,정부 제출
발생사고이행현금흐름변동분,384,발생 사고 이행 현금 흐름 변동
희석주당이익손실,383,희석 이익 손실
